count,hate_speech,offensive_language,neither,class,tweet
3,0,0,3,2,yall see mad little chunky boy would not even let dad touch bruh lmao
3,0,3,0,1,haha yuhh hoe funny
3,2,1,0,0,go to happen coward nigger get light know pac sign tmt di
3,0,3,0,1,handicap sticker bitch park want
3,0,3,0,1,thank kass respect annie bitch
3,0,3,0,1,everybody knw misspell shit ion proof read shit let ah bitch call dumb back dey ass
3,1,2,0,1,cowboys fan cunt stop press
3,0,3,0,1,slush hoe nasty anyway famthem hoes taste like med
3,0,2,1,1,hell na honky brah
3,3,0,0,0,fuck islam pigfucke trash troll
3,0,3,0,1,ask bitch turn dori
3,0,0,3,2,morphing charlie weis never cease disturb
3,2,1,0,0,ai not shit like fuck another nigga bitch askin pussy say lmao bitch steal pussy lol
3,0,1,2,2,drita nicca lmao
3,0,3,0,1,young base god olympics stay fuckin bitch
3,2,1,0,0,fuck hoe exactly dese hoe doin gettin fuck nd niggas one blame
3,0,0,3,2,miss eat speak miss red bone cook
3,0,0,3,2,artist new one make much trash
3,0,0,3,2,knicks still trash melo sign money not even care good win team
3,0,2,1,1,lol yeah bro good choice bitch love foreign whip personal decision
3,0,3,0,1,ahhh karmas bitch
3,1,2,0,1,fuck u can not dumb bitch matter fact go get nigga hoe cuz u going shit
3,0,3,0,1,yo main bitch gettin high
3,0,0,3,2,bunch rapper boutta flood internet w trash remixe
3,0,3,0,1,bytch infant hell bitch talk bout much remember bout pac die
3,0,0,3,2,yellow fin edgewater
3,0,2,1,1,way hoe boo
3,0,3,0,1,lol kid act redneck oviedo
3,0,3,0,1,di bitch wizard snd nude like dis lol couch floatin wtf
3,2,1,0,0,faggot
3,0,3,0,1,say get many bitch swear be not get right one
3,0,3,0,1,hate hoe tweet hoe okay be not hypocritical
3,3,0,0,0,receptionist always force talk racist cunt call error say shell call min nothing
3,0,3,0,1,naw fuck u bitch go suck cartier
6,0,6,0,1,lmaoooo know taylor brazil eat overseas pussy
6,1,5,0,1,bitch catch body week ago fuck we get tweekin hoe run niggah get
3,0,0,3,2,charlie crist win democratic primary florida governor race ap project via
3,0,3,0,1,oh gosh cute fa la la la la la la la la bitch
6,1,5,0,1,fag
3,2,1,0,0,nigger not color state mind
3,0,0,3,2,trash
3,0,3,0,1,boolin bando wit bitch
3,0,3,0,1,call dat bitch
3,2,1,0,0,legit retard
3,0,3,0,1,ananconda not want none unless u clean shitty bun hun
3,0,2,1,1,twat twat like formally
3,2,1,0,0,brandon phelps hoe ass nigga wen see smack like da lil bitch
6,0,6,0,1,everybody get foreign bitch foreign car
3,0,3,0,1,yeswedid tattoo bitch corrupt many man possible egypt cattle prod votegt
3,0,3,0,1,fuck east st john fan familys amp friend shut yo bitch ass
3,0,3,0,1,fag
3,0,3,0,1,joke half broad brag good pussyhead game
3,0,3,0,1,bum bitch will not even type
6,1,5,0,1,hoe always say niggas hoe hoe
3,0,1,2,2,hate stereotype preconceived notion black man athlete criminal black woman ghetto confine
3,0,3,0,1,white bitch think miley cyrus
3,0,3,0,1,kyrie fast bitch ball look like lollol wish
3,0,0,3,2,hear bird summer breeze drive fast alone midnight
9,5,0,4,0,america today rule thumb doubt blame whitey
3,0,2,1,1,dead baby pile like trash dump something proud
3,0,3,0,1,bet make sure bitch involve thing floyd pac agree screw em
3,0,3,0,1,gtfoh u bitch ass ref
3,0,0,3,2,gook boy shawty
3,2,1,0,0,call someone faggot say kill pathetic human fucking disgrace
6,2,4,0,1,welcome nig salute
3,2,1,0,0,white trash take every charity organization us
3,2,1,0,0,st charlotte goon niccas gon fkkk around burn bank america stadium
3,0,2,1,1,touch yung nicca real quicc last nite
6,0,6,0,1,hello bitch want keep lie self
3,0,0,3,2,via
3,2,0,1,0,look like hillbilly match good goodnight loser
3,0,0,3,2,giantduck pittsburghduck yellow livestream wpxi nofliter duckburgh
3,0,1,2,2,forever hoe
3,2,1,0,0,know fag
3,0,3,0,1,chase money hoe
3,0,0,3,2,yellow thing sky not know make
3,1,2,0,1,well choose cuz ai not bitch checcin nigga not fw wit bitchesthat not even sound right
3,0,1,2,2,amp discuss awful fashion choice yellow overall short boxer legging be
3,0,3,0,1,cocky son bitch
3,2,1,0,0,light beer mean faggot piss overly powered man
3,0,0,3,2,best asian massage brooklyn park slope top rated spa
3,3,0,0,0,not u end we monkey u hate we well cracker amp love deep u know do nothin u
3,0,2,1,1,lame cry hoe tear clown
3,0,0,3,2,askdrmann amici brief file behalf kind like charlie brown never ever get valentin
6,0,0,6,2,kid sell brought back cook brownie
3,0,3,0,1,pussy shit
3,0,3,0,1,lmao mark guy leave get pussy
3,0,3,0,1,girl day confused hoe be not nobody get time fo
3,2,0,1,0,dtla trash noneuropeans allow live
3,0,3,0,1,u call ur bestie bitch guess dog bark much
3,1,2,0,1,shin faggot glad chip
3,0,3,0,1,waitwaitwait new one epson bitch lucky
3,1,0,2,2,whatever neymar trash
3,0,3,0,1,bitch might aesthetic
3,0,3,0,1,another bad bitch fuck hour another cigarette another nut another shower
3,0,0,3,2,palmer fitzgerald touchdown yard slant give arizona lead play yds
3,1,2,0,1,nigga see yo ass da welfare center punk bitch be not worth time
3,1,2,0,1,feel like gon homo revalution round dis bitch deez niggas expandin
3,1,2,0,1,check slutty fat girl friend instagram picssee not five niggaz every pic thirst fat girl pussy
3,0,0,3,2,fuzzy sock actual life
3,0,3,0,1,uhh bitch never overplay itv
3,1,2,0,1,getting niggaz discuss sport hoe rap music impressive hard
3,0,3,0,1,small titty bitch pierce nipple look like staple lmao
3,0,3,0,1,thank lyric bitch gullible sleep music like aw u sweet let suck ur dick
3,0,3,0,1,whatever gabby hoe
3,0,0,3,2,yeah sting already prove draw apple orange sign people sole purpose bury
3,0,3,0,1,like ion care bitch susie work break man tellin whole story blah blah blah
3,1,2,0,1,hoe respect niggas get strait point will not lead bitch will not crash den adresse clearlyturn
3,1,2,0,1,psh sexy bitch get to sexy voice easily get shit goin
3,0,3,0,1,okay love bitch
3,1,2,0,1,not fat bitch die
3,0,3,0,1,blah blah blah blah sound bitch talk
3,0,0,3,2,download flappy bird minute ago already delete
3,0,3,0,1,bitch smd
3,0,3,0,1,soul depart trainthere soul musicjust hunger bitchesmoney fame
3,2,1,0,0,dumb ugly stupid bullshit ass bitch
3,0,2,1,1,thugge theses hoe since preschool
3,0,3,0,1,confident one way pussy another strange
3,0,1,2,2,nicca drake gear game bad lol
3,0,3,0,1,come bitch
3,0,3,0,1,still need give bitch youtube rhapsody ya cock
3,0,2,1,1,principle ghetto elementary school doubt finger cross
3,0,3,0,1,girl want hold hoe act like can not show boyfriend
3,0,1,2,2,everybody look birdkilling wind mill lover
3,1,2,0,1,grow nigga hoe not mean not love
6,0,6,0,1,hoe gon hoe be not hunnid
3,0,2,1,1,uhoh get hoe lol yall find letter car naaah
3,0,2,1,1,bet trash ass self petty
3,0,3,0,1,come thru keyshia queen thots bitch
3,0,1,2,2,radiofreenorthwest covington read response amp mocks fbi andy real politics liv awakening gretchen
3,0,3,0,1,pussy
3,2,1,0,0,nigga fuckin faggot
3,0,2,1,1,use monkey maker prick
3,2,1,0,0,ok u fat precious lookin ass bitch u big fat back barnyard lookin ass bitch fix grammar u still fat
3,0,0,3,2,quickscope trash take tony hawk setup play normally thats sniper
3,0,3,0,1,hungry den bitch
3,0,2,1,1,hoe
3,0,3,0,1,customer tryna act like not understand say bitch not understand im say
3,0,3,0,1,yall shut upp make bitch
3,0,3,0,1,gahdamn get bitch damn get bitch damn get bitch wifey girlfriend mistress
3,0,1,2,2,dreamed eat brownie start salivate wake almost cough death today struggle
3,0,0,3,2,alas proficient neither skill limit pointless stat memorization trash talk
3,1,2,0,1,hate bitch try talk shit chip nail
3,0,3,0,1,many time listen pussy song today
3,0,3,0,1,hugh heffner go to life support still gettin pussy
3,2,1,0,0,get cunt
3,3,0,0,0,shut lizard faggot nigger cunt
3,1,2,0,1,ware da color elite meet eat
3,2,1,0,0,yea u stupid faggot leave till like pm want ride
3,0,0,3,2,first day school backpack paper book granola bar brownie bag cookie
3,0,3,0,1,doctor sam pussy put cotton swab nose start cry _
3,2,1,0,0,think dat call nigger move away da dark side mean
3,0,0,3,2,light tender yellow butter cake classic boil ice traditionally make burn sugar
3,0,0,3,2,farewellcaptain way derek jeter close yankee stadium career
3,0,0,3,2,smash windshield bird bee coors light drinker know wer
3,0,3,0,1,feel alone miss wife much hate white trash rape kill daughter
3,0,0,3,2,anyone know good pet sitter clenortheast ohio specifically cat amp bird thank clepets neo clevelan
3,0,0,3,2,eharmony inform soulmate sea doo trash bag whataburger taquito bungeed top thx dr neil warren
3,0,0,3,2,let see look like without filter colored contact lense follower die know
6,1,3,2,1,damn know whole time angry negro dude
3,2,1,0,0,faggot
3,0,3,0,1,hoe keep callin be not pickin
3,0,3,0,1,fucking bitch
3,0,0,3,2,happycolumbusday hate sound peta callous allbut buffalo lot bad injun
3,0,0,3,2,right newscenter project charlie baker govelect razor thin margin wcvb
3,1,2,0,1,nigga get dick cheese force eat bitch
3,0,0,3,2,yeah kaepernick might bicep like greek god dude look like conceive proboscis monkey
3,0,3,0,1,bitch wake
3,0,1,2,2,oreo donut
3,0,3,0,1,feel bad woman continually flock darkness thug talk big talk simple minded hoe
6,0,5,1,1,believe hoe fact loyal disagree believe fact loyal bunchthese hoe
3,0,3,0,1,hoe singe
3,0,3,0,1,try bit bottom lip like snack bitch
3,0,3,0,1,homo bro love ya lets get malibu rum tech bitch haha
3,2,1,0,0,atleast let knowur faggot u keep type twitter secret
4,0,1,3,2,red hot chili peppers long nipslip super bowl half time show history
3,2,1,0,0,nigga cracker chase
3,1,2,0,1,sex guy will not keep around dumb hoe think plenty pussy get to guy will not give
6,0,6,0,1,yeah read yo shit fast bitch
3,0,0,3,2,sick function bird start feel slightly well earliernow feel like death
6,0,0,6,2,little teapot short irish artist year ama emabiggestfansd
6,0,6,0,1,rico full shytfull money hoe
3,0,0,3,2,girl wear beanie look cute amp stylish wear look like member drug cartel sel
6,2,4,0,1,bitch duck whore ass slut cunt ha biden gucci tho whatever nigea
3,0,3,0,1,bucket trash bitch son
3,0,1,2,2,qb season trash bring veteran could someone play
3,0,3,0,1,lmao timeline be not spy hoe lol
3,0,3,0,1,nigga stop hatin bitch feelin coolio b n two u think dem bitch make niggas get yo back u smokin big worm shit
3,0,3,0,1,feelin like bitch want feelin like hoe bitch want
3,0,0,3,2,love watch bird migrate wish understand peaceful sight
3,1,2,0,1,fucking creepy ass nigguh lmao
3,0,3,0,1,please acknowledge existence amazing son bitch
3,2,1,0,0,miley cyrus pussy probably taste like wet dog negative ass bitch look like justin bieber ove
3,1,2,0,1,halloween hoe holiday
3,2,1,0,0,go murder fucking cunt
3,2,1,0,0,hoe thnk nigga ridin fence start givin lil attention u hoe wishywashy ass nigga oh
3,0,3,0,1,deion bitch
3,0,3,0,1,get hoe damn
6,0,5,1,1,would love parkside sport girl dress like kobe day everyday let see hoe
3,0,3,0,1,yea tj hoe dunk everything tk hit shot juelz handle bitch
3,1,2,0,1,bitch like not beef niggah smh
3,0,3,0,1,whatever wall hackin pussy bich ill fuk u like ur mum ur sis ur step sis ur mums mum ur mums aunt bich bich
3,0,2,1,1,hay pussy cat
3,1,2,0,1,fresh nigga kno need clean bitch kno work cuz wanna see team rich
3,0,0,3,2,done top do sip juice say bird crumb never
3,0,3,0,1,bitch be not shit hoe trick
3,0,0,3,2,reason not order shirt taffy know live would probably find stab
3,0,0,3,2,go yankee
3,0,0,3,2,official jihadi cockroaches booking ticket cruise ships syria
3,1,2,0,1,lady approach ask religious say scold go hell see crazy bitch
3,0,3,0,1,nigga aux cord playin trash shit
3,0,0,3,2,currently use yellow marker literally call spanish orange drawing absolute perfection
3,1,2,0,1,work fag
3,0,0,3,2,can not beat score flappy bird givingup
3,0,3,0,1,hell yeah bitch gon go ham
3,0,3,0,1,fucking thirsty bitch
3,0,3,0,1,ay cuh hot af finna go buy yo bitch ice cream lol
3,0,0,3,2,gook
3,0,3,0,1,bitch go
3,0,3,0,1,love hoe
3,0,0,3,2,traffic gable ltltltltltltltlt
3,3,0,0,0,shit ass shabbat mom pussy u jew bastard ur time come heil hitler
3,2,1,0,0,tweetlikepontiacholme pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga
3,0,1,2,2,ape get mcm can not unbelievable
3,0,3,0,1,bitch happy burger king pollo tropical lunch break work act like dinner new niggaz get to upscale
3,0,3,0,1,call different number cuz mom still sum hoe shit
3,0,3,0,1,pornandroidiphoneipadsexxxx bbw brazilian bbw babe drilled pussy ass
3,2,1,0,0,future gay culture consider cool americas teen instead wigger straggot
3,0,3,0,1,not start lil bitch
3,0,3,0,1,neck titties pussy
3,0,3,0,1,can not even sleep fucking car mother fucker drive like retard pump break hard
3,0,1,2,2,try hoe todd gurley johnny manziel sign helmet get suspend gurley rest season
3,0,0,3,2,many people claim slippery slope absolute one say slippery slope argument paranoid delusional tcot
3,0,3,0,1,love obama unrequited however obama clearly putin bitch
6,4,2,0,0,many fuckin fag even get not allow wallet whilst influence haha
3,0,3,0,1,fuck fight music bitch lose ya life music
3,0,3,0,1,gucci mane bitch
3,0,3,0,1,still little pussy tomcat
3,0,3,0,1,go to piss dimple stop waste prayer trash team lol
3,0,3,0,1,nah fam get to cheat hoe depend female feel
6,0,6,0,1,equality niggah
7,0,7,0,1,ai not fuckin wit nomore hoe get want
3,0,3,0,1,wish bae get hoe tho
3,0,2,1,1,enough make fun retarded people talk way
3,0,3,0,1,big cat fat pussy joke
3,0,3,0,1,dear von miller karmas bitch
3,1,2,0,1,queer
3,0,3,0,1,nigga go go get homeboy texte u naw u bitch
3,2,1,0,0,little bitch team get blow super bowl
3,0,3,0,1,ur avi prolly shoot dust phone cuz shit old u cat fish bitch lmao
3,0,3,0,1,not even get see baby today smh mom fault selfish bitch
3,0,0,3,2,yesterday cage bird sing blue rip mayaangelou
3,0,0,3,2,ill give baby zebra girl
3,0,0,3,2,lmaoooo girl not let guy treat like yellow starburst pink starburst
3,0,3,0,1,belle bitch
3,0,1,2,2,person feels disrespect bird poop suddenly drop front windowewwwannoye
3,0,3,0,1,love bitch
3,1,2,0,1,want either suck pig arse muzzie biotch get phuck go back hellhole life
3,0,0,3,2,philhughe nyy well ur whole team
3,0,3,0,1,white bitch
3,1,2,0,1,would care bitch ass nigga think u not understand fucking scary u look
3,0,3,0,1,not glorify dis shit bitch
3,0,0,3,2,ashton trash make come guy someone like ashton can not trash make many people smile
3,0,3,0,1,tell never fold amp never sell solethey tell yu stay school soul autocorrect hoe
3,1,2,0,1,bitch boy
3,2,1,0,0,ha ha ha good fat dyke
3,0,1,2,2,muslim group slaughter child nigerian school child burn alive shot amp slit throat try escape
3,0,0,3,2,homeowner shoots armed suspect attacked pistol whip
3,0,3,0,1,take true directioner accept larry know bitch fan like make boy cry thankyoupaulforconfirminglarry
3,0,3,0,1,bring bitch
3,2,1,0,0,niggas be not playin gram defense man george need tell bitch ass niggas man
3,0,1,2,2,hahaha make ya eat crow
3,2,1,0,0,none business nigga get live lol steal one bitch k
3,0,3,0,1,hittin lick get outta amp yo boy pussy cat
3,0,3,0,1,pussy day keep devil away
3,0,3,0,1,first fuck bitch amp click claim
3,1,2,0,1,another black man anything monkey always monkey chicago idiot
3,0,0,3,2,settle ding dong far superior twinkie
3,0,0,3,2,message humanity charlie chaplin
3,0,3,0,1,fucc droppin song yu gon drop mixtape nicca
3,0,3,0,1,be not really trippin money yo shit constantly come like bitch pussy
3,0,1,2,2,not think believe community ability function wout whitey choose hustle big govt
3,2,1,0,0,mom dramatic immature fucking mental problem bitch cunt
3,2,1,0,0,nigger
3,0,3,0,1,get good mojo sure paybacks bitch
3,0,0,3,2,jihadi propaganda ployus gulf country publish pic pilot deflect sunnis anger amp iran
3,1,2,0,1,not pay dem bitch dirty ass chuck mind bro
3,1,2,0,1,bobby bitchby get live fuck hell yea play hoe workout
6,0,6,0,1,be not love hoe
3,0,3,0,1,bitch
3,0,0,3,2,hi charlie great day
4,0,4,0,1,lane bitch need stay left n get right fuck outta face
3,0,0,3,2,hear bird chirpin
3,0,3,0,1,watch bitch nigga u go to want whole team dead
3,1,2,0,1,ugly ass nigga get pussy
3,0,1,2,2,supporter officer darren wilson rally st louis ferguson kkk tcot tpot teabagger teaparty
3,0,1,2,2,dayum saterlyt shoz un bayg houl
6,0,6,0,1,get problem bitch be not one think need sub machine gun gratata
3,0,3,0,1,chill bitch be not love
3,0,3,0,1,give dat bitch da spirit dragon
3,3,0,0,0,not hate blow like hipster hate faggot say love music base bad
3,0,3,0,1,hell believe lol still look good small half hoe
3,0,3,0,1,might one dont bitch
